Type	ID	Name	Description	Target	MoA
cp	BRD-A79237180	ascorbic-acid	Antioxidant	AKR1B1	Antioxidant
cp	BRD-A14985772	ascorbyl-palmitate	antioxidant		antioxidant
cp	BRD-A72758037	asiatic-acid	Apoptosis stimulant	PYGM	Apoptosis stimulant
cp	BRD-A66199457	asiaticoside	Antineoplastic		Antineoplastic
cp	BRD-K11433652	aspirin	Cyclooxygenase inhibitor	PTGS1, PTGS2, TP53, AKR1C1, ASIC3, EDNRA, HSPA5, IKBKB, NFKB1, NFKB2, NFKBIA, PRKAA1, PRKAA2, PRKAB1, PRKAB2, PRKAG1, PRKAG2, PRKAG3, RPS6KA3	Cyclooxygenase inhibitor
cp	BRD-K94830329	ataluren	CFTR channel agonist	CFTR, DMD, F8, F9	CFTR channel agonist, Dystrophin stimulant
cp	BRD-A20239487	atenolol	Adrenergic receptor antagonist	ADRB1, ADRB2	Adrenergic receptor antagonist
cp	BRD-K20141153	atomoxetine	Norepinephrine transporter inhibitor	SLC6A2, SLC6A3, SLC6A4, GRIN1, GRIN2A, GRIN2B, GRIN2C, GRIN2D, GRIN3A, GRIN3B	Norepinephrine transporter inhibitor
cp	BRD-U88459701	atorvastatin	HMGCR inhibitor	HMGCR, DPP4, AHR, CYP3A5, FASLG	HMGCR inhibitor
cp	BRD-A84493640	atovaquone	Mitochondrial electron transport inhibitor	DHODH	Mitochondrial electron transport inhibitor
cp	BRD-A75935363	atracurium	Acetylcholine receptor antagonist	CHRNA2	Acetylcholine receptor antagonist
cp	BRD-A79465854	auranofin	NFkB pathway inhibitor	IKBKB, PRDX5, TRPA1, TXNRD1, TXNRD2	NFkB pathway inhibitor
cp	BRD-K85013741	auraptene	Nitric oxide production inhibitor	MAOB	Nitric oxide production inhibitor
cp	BRD-K78838262	austricine	Hypolipidemic		Hypolipidemic
cp	BRD-K61691971	avrainvillamide-analog-1	nucleophosmin inhibitor	NPM1	nucleophosmin inhibitor
cp	BRD-K42573370	avrainvillamide-analog-2	nucleophosmin inhibitor	NPM1	nucleophosmin inhibitor
cp	BRD-K39569857	avrainvillamide-analog-3	nucleophosmin inhibitor	NPM1	nucleophosmin inhibitor
cp	BRD-K25079130	avrainvillamide-analog-4	nucleophosmin inhibitor	NPM1	nucleophosmin inhibitor
cp	BRD-A70731303	avrainvillamide-analog-5	nucleophosmin inhibitor	NPM1	nucleophosmin inhibitor
cp	BRD-K50324045	avrainvillamide-analog-6	nucleophosmin inhibitor	NPM1	nucleophosmin inhibitor
cp	BRD-K29905972	axitinib	PDGFR receptor inhibitor	KDR, FLT1, FLT4, CSF1, CYP2C19, CYP3A5, KIT, PDGFRB, PLK4	PDGFR receptor inhibitor, VEGFR inhibitor
cp	BRD-K03406345	azacitidine	DNA methyltransferase inhibitor	DNMT1	DNA methyltransferase inhibitor
cp	BRD-K97061094	azacyclonol	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K45861246	azaperone	Dopamine receptor antagonist	DRD2, DRD3	Dopamine receptor antagonist
cp	BRD-A44133049	azasetron	Serotonin receptor antagonist	HTR3A, HTR3B	Serotonin receptor antagonist
cp	BRD-K32821942	azathioprine	Dehydrogenase inhibitor	HPRT1, IMPDH1, PPAT	Dehydrogenase inhibitor
cp	BRD-K56745457	azauridine	Antiviral		Antiviral
cp	BRD-A68888262	azelastine	Histamine receptor antagonist	HRH1, CYP2C19	Histamine receptor antagonist
cp	BRD-K74501079	azithromycin	Bacterial 50S ribosomal subunit inhibitor	MLNR	Bacterial 50S ribosomal subunit inhibitor
cp	BRD-A84189516	baccatin-III	Paclitaxel precursor		Paclitaxel precursor
cp	BRD-K40742111	baeomycesic-acid	Lipoxygenase inhibitor		Lipoxygenase inhibitor
cp	BRD-K41410256	balsalazide	Cyclooxygenase inhibitor	PTGS1, PTGS2, ALOX5, PPARG	Cyclooxygenase inhibitor
cp	BRD-K63923597	barasertib	Aurora kinase inhibitor	AURKB, AURKC	Aurora kinase inhibitor
cp	BRD-K97810537	beclometasone	Glucocorticoid receptor agonist	NR3C1, CYP3A5, GPR97, SERPINA6	Glucocorticoid receptor agonist, Immunosuppressant
cp	BRD-A17448384	beclometasone	Glucocorticoid receptor agonist	NR3C1, CYP3A5, GPR97, SERPINA6	Glucocorticoid receptor agonist
cp	BRD-K17743125	belinostat	HDAC inhibitor	HDAC1, HDAC2, HDAC3, HDAC4, HDAC5, HDAC6, HDAC7, HDAC8, HDAC9	HDAC inhibitor
cp	BRD-K14993104	bemegride	Chemoreceptor agonist	GABRA1	Chemoreceptor agonist
cp	BRD-A85587465	bemesetron	Serotonin receptor antagonist	HTR3A, HTR3B	Serotonin receptor antagonist
cp	BRD-K85030058	benactyzine	Acetylcholine receptor antagonist		Acetylcholine receptor antagonist
cp	BRD-A15131297	benazepril	ACE inhibitor	ACE	ACE inhibitor
cp	BRD-A80017228	bendroflumethiazide	Sodium/potassium/chloride transporter inhibitor	SLC12A3, CA1, CA2, CA4, KCNMA1, SLC12A1	Sodium/potassium/chloride transporter inhibitor
cp	BRD-A35519318	benidipine	Calcium channel blocker	CACNA1C, CACNA1G, CYP3A5	Calcium channel blocker
cp	BRD-K79425933	benperidol	Dopamine receptor antagonist	DRD2	Dopamine receptor antagonist
cp	BRD-A42423104	benproperine	Antitussive		Antitussive
cp	BRD-K87158025	benzamil	Sodium channel blocker	PKD2L1, SCNN1A, SCNN1B, SCNN1G, ASIC1, SCNN1D, SLC8A1	Sodium channel blocker
cp	BRD-K76872913	benzanthrone	Aromatic hydrocarbon derivative		Aromatic hydrocarbon derivative
cp	BRD-A25067867	benzatropine	Acetylcholine receptor antagonist	CHRM1, HRH1, SLC6A3	Acetylcholine receptor antagonist
cp	BRD-K11717138	benzbromarone	Chloride channel blocker	ABCC1, SLC22A12	Chloride channel blocker
cp	BRD-K09668667	benzo(a)pyrene	Carcinogen		Carcinogen
cp	BRD-K59773493	benzohydroxamic-acid	Antifungal		Antifungal
cp	BRD-K91699951	benzonatate	Local anesthetic	SCN5A	Local anesthetic
cp	BRD-K14221570	benzopurpurin-4b	HIV entry inhibitor		HIV entry inhibitor
cp	BRD-K70327191	benzoxiquine	Anti-infective		Anti-infective
cp	BRD-K21450440	benzthiazide	Carbonic anhydrase inhibitor	CA2, CA1, CA12, CA4, CA9, SLC12A3	Carbonic anhydrase inhibitor
cp	BRD-K76133116	benzydamine	Membrane integrity inhibitor	PRSS1, PRSS2	Membrane integrity inhibitor, Prostanoid receptor antagonist, Prostanoid receptor inhibitor
cp	BRD-K43796186	benzyl-quinazolin-4-yl-amine	EGFR inhibitor	EGFR	EGFR inhibitor
cp	BRD-K55191674	benzylpenicillin	Penicillin binding protein inhibitor		Penicillin binding protein inhibitor
cp	BRD-A91008255	bepridil	Calcium channel blocker	ATP1A1, CACNA1A, CACNA1C, CACNA1H, CACNA2D2, CALM1, KCNQ1, KCNQ4, PDE1A, PDE1B, SCN5A, TNNC1	Calcium channel blocker, L-type calcium channel blocker
cp	BRD-K50464341	berbamine	Calmodulin antagonist	CALM1	Calmodulin antagonist
cp	BRD-A15034104	bergenin	Interleukin inhibitor	PTPN1	Interleukin inhibitor
cp	BRD-K85242180	beta-CCP	Indoleamine 2,3-dioxygenase inhibitor	GABRA1, GABRG2, IDO1	Indoleamine 2,3-dioxygenase inhibitor
cp	BRD-K91315211	betahistine	Histamine receptor agonist	HRH3, HRH1	Histamine receptor agonist, Histamine receptor antagonist
cp	BRD-A02180903	betamethasone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist, Anti-inflammatory
cp	BRD-A92177080	betamethasone	Glucocorticoid receptor agonist	NR3C1	Glucocorticoid receptor agonist
cp	BRD-A02759312	betaxolol	Adrenergic receptor antagonist	ADRB1, ADRB2	Adrenergic receptor antagonist
cp	BRD-A99833829	bethanechol	Acetylcholine receptor agonist	CHRM2, CHRM1, CHRM3, CHRM4	Acetylcholine receptor agonist
cp	BRD-K45401373	betulinic-acid	Apoptosis stimulant	CASP3, CASP8, GPBAR1, TOP1	Apoptosis stimulant, Caspase activator, Diacylglycerol O acyltransferase inhibitor, HIV integrase inhibitor, NFkB pathway activator, NFkB pathway inhibitor, SARS coronavirus 3C-like protease inhibitor, Topoisomerase inhibitor
cp	BRD-K46018455	bezafibrate	PPAR receptor agonist	PPARA, PPARD, PPARG, HSD11B1, LPL	PPAR receptor agonist
cp	BRD-A29485665	bicalutamide	Androgen receptor antagonist	AR, CYP2C19	Androgen receptor antagonist
cp	BRD-A09495397	bicuculline	GABA receptor antagonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, KCNN1	GABA receptor antagonist
cp	BRD-K18779551	bifemelane	Acetylcholine release stimulant	SLC6A2	Acetylcholine release stimulant, Adrenergic transmitter uptake inhibitor, Reducing agent
cp	BRD-A94543220	bifonazole	Sterol demethylase inhibitor	CYP2B6	Sterol demethylase inhibitor
cp	BRD-A87848830	bimatoprost	Prostanoid receptor agonist	PTGFR, AKR1C3, PTGER1, PTGER3	Prostanoid receptor agonist
cp	BRD-K28075147	biochanin-a	Estrogen receptor agonist		Estrogen receptor agonist
cp	BRD-K89210380	biotin	Vitamin B	ACACA, ACACB, HLCS, MCCC1, MCCC2, PC, PCCA, PCCB, SLC5A6	Vitamin B
cp	BRD-A36471396	biperiden	Acetylcholine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, CHRNA2	Acetylcholine receptor antagonist
cp	BRD-K32906660	bis-tyrphostin	EGFR inhibitor	DNM1, EGFR	EGFR inhibitor
cp	BRD-K39987650	bisacodyl	Laxative		Laxative
cp	BRD-K08554278	bisbenzimide	DNA binding agent	BCL2L1, TOP1	DNA binding agent
cp	BRD-K49448285	bisindolylmaleimide	CDK inhibitor	CCND1, CDK4, LRRK2, PDPK1, PIM1, PRKCA, PRKCB, PRKCI, PRKCZ	CDK inhibitor
cp	BRD-K06543683	bisindolylmaleimide-ix	CDK inhibitor	SIRT1, AKT1, GSK3B, LCK, LRRK2, MAPK1, MAPK11, MAPK12, MAPK14, MAPK8, PRKCA, ROCK1, RPS6KB1, SIRT2	CDK inhibitor, PKC inhibitor
cp	BRD-A89175223	bisoprolol	Adrenergic receptor antagonist	ADRB1, ADRB2	Adrenergic receptor antagonist
cp	BRD-A16694057	bisphenol-a	PPAR receptor antagonist	AR, ESR2, ESRRG, PPARG	PPAR receptor antagonist
cp	BRD-K39120595	bithionol	Autotaxin inhibitor	ESR1, ESR2, MCL1	Autotaxin inhibitor
cp	BRD-K03440695	boldine	Acetylcholine receptor antagonist	CHRNA4, CHRNB2, DRD1, DRD2	Acetylcholine receptor antagonist, Dopamine receptor antagonist
cp	BRD-A41301928	bongkrek-acid	Mitochondrial ADP, ATP translocase inhibitor	SLC25A4	Mitochondrial ADP, ATP translocase inhibitor
cp	BRD-K74763371	bosentan	Endothelin receptor antagonist	EDNRB, EDNRA, ABCB1, CYP2C19, CYP3A4	Endothelin receptor antagonist
cp	BRD-K99964838	bosutinib	ABL inhibitor	ABL1, SRC, BCR, CAMK2G, LYN, CAMK1D, CDK2, FRK, FYN, HCK, MAP2K1, MAP2K2, MAP3K2, MAP4K5, STK10, STK24, STK4, TNK2, TXK	ABL inhibitor, BCR-ABL kinase inhibitor, SRC inhibitor
cp	BRD-A83326220	brazilin	Nitric oxide production inhibitor		Nitric oxide production inhibitor
cp	BRD-A17065207	brefeldin-a	Protein synthesis inhibitor	ARF1, ARFGEF1, ARFGEF2, CYTH2, GBF1, SAR1A	Protein synthesis inhibitor, Brefeldin A inhibited guanine nucleotide exchange protein inhibitor, Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor inhibitor
cp	BRD-K68264559	brimonidine	Adrenergic receptor agonist	ADRA2A, ADRA2B, ADRA2C, AOX1	Adrenergic receptor agonist
cp	BRD-K74913225	brinzolamide	Carbonic anhydrase inhibitor	CA2, CA1, CA7, CA12, CA14, CA4, CA5A, CYP2B6, CYP2C8	Carbonic anhydrase inhibitor
cp	BRD-K28428262	brivanib	FGFR inhibitor	FGFR1, KDR, FLT1, CYP3A4, FGFR2, FGFR3, FLT4, KCNH2	FGFR inhibitor, VEGFR inhibitor
cp	BRD-K47679368	bromfenac	Cyclooxygenase inhibitor	PTGS1, PTGS2	Cyclooxygenase inhibitor
cp	BRD-K47631482	bromhexine	Mucolytic agent		Mucolytic agent
cp	BRD-A69960130	bromocriptine	Dopamine receptor agonist	DRD2, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1A, ADRA1B, ADRA1D, HTR6, HTR7, PRL	Dopamine receptor agonist
cp	BRD-A68723818	brompheniramine	Histamine receptor antagonist	HRH1, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	Histamine receptor antagonist
cp	BRD-A41995253	brucine	Glycine receptor antagonist	CHRM1, CHRM2, CHRM3, CHRM4, CHRM5	Glycine receptor antagonist
cp	BRD-A04706586	bucladesine	Adenosine receptor agonist	PRKACA	Adenosine receptor agonist, cAMP stimulant
cp	BRD-K25905511	buddleoflavonoloside	Acetylcholinesterase inhibitor		Acetylcholinesterase inhibitor
cp	BRD-A82238138	budesonide	Glucocorticoid receptor agonist	NR3C1, CYP3A5, CYP3A7	Glucocorticoid receptor agonist
cp	BRD-K63606607	bufalin	ATPase inhibitor	ATP1A1	ATPase inhibitor
cp	BRD-K19462402	buflomedil	Adrenergic receptor antagonist	CACNA1C	Adrenergic receptor antagonist, Calcium channel blocker
cp	BRD-A26097136	bulleyaconitine-a	Non-opiod analgesic		Non-opiod analgesic
cp	BRD-K38197229	bumetanide	Solute carrier family member inhibitor	SLC12A1, SLC12A2, CFTR, GPR35, SLC12A4, SLC12A5	Solute carrier family member inhibitor
cp	BRD-A36267905	buphenine	Adrenergic receptor agonist	ADRB2	Adrenergic receptor agonist
cp	BRD-A05186015	bupropion	Dopamine uptake inhibitor	SLC6A2, SLC6A3, CHRNA3, CYP2B6	Dopamine uptake inhibitor
cp	BRD-K93461745	buspirone	Serotonin receptor agonist	HTR1A, DRD2	Serotonin receptor agonist
cp	BRD-K23204545	busulfan	DNA inhibitor		DNA inhibitor
cp	BRD-A58157837	butabindide	Tripeptidyl peptidase inhibitor	TPP2	Tripeptidyl peptidase inhibitor
cp	BRD-K17497770	butein	EGFR inhibitor	ACE, CXCL8, IL6, SIRT1, SRD5A1, SRD5A2, TNF	EGFR inhibitor, SRC inhibitor
cp	BRD-A16665823	butoconazole	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K08287586	butylparaben	DNA synthesis inhibitor		DNA synthesis inhibitor
cp	BRD-K43468059	byssochlamic-acid	Mycotoxin		Mycotoxin
cp	BRD-A63043573	cabergoline	Dopamine receptor agonist	DRD2, ADRA1A, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HTR1A, HTR1B, HTR1D, HTR2A, HTR2B, HTR2C, ADRA1B, ADRA1D, ADRB1, ADRB2, HTR7, PRL	Dopamine receptor agonist
cp	BRD-K84709232	caffeic-acid	Lipoxygenase inhibitor	ALOX5, MIF, RELA, TNF	Lipoxygenase inhibitor, HIV integrase inhibitor, NFkB pathway inhibitor, Nitric oxide production inhibitor, PPAR receptor modulator, TNF production inhibitor, Tumor necrosis factor production inhibitor
cp	BRD-K02404261	caffeine	Adenosine receptor antagonist	ADORA1, ADORA2A, ADORA2B, ATM, ITPR1, RYR1, ADORA3, ATR, ITPR2, ITPR3, PDE10A, PDE11A, PDE1A, PDE1B, PDE1C, PDE2A, PDE3A, PDE3B, PDE4A, PDE4B, PDE4C, PDE4D, PDE5A, PDE6A, PDE6B, PDE6C, PDE7A, PDE7B, PDE8A, PDE8B, PDE9A, PIK3CA, PIK3CB, PIK3CD, PRKDC, RYR2, RYR3	Adenosine receptor antagonist, Diuretic, Phosphodiesterase inhibitor
cp	BRD-K77175907	calcifediol	Vitamin D receptor agonist	VDR	Vitamin D receptor agonist
cp	BRD-K56429665	calcipotriol	Vitamin D receptor agonist	VDR	Vitamin D receptor agonist
cp	BRD-A84327315	calcitriol	Vitamin D receptor agonist	VDR, CYP3A5	Vitamin D receptor agonist
cp	BRD-A98283014	calmidazolium	Calcium channel blocker	ATP2B1, PDE1A	Calcium channel blocker, Calmodulin antagonist
cp	BRD-K26134695	calpeptin	Calpain inhibitor		Calpain inhibitor
cp	BRD-K59851896	calycanthine	GABA release inhibitor		GABA release inhibitor
cp	BRD-A47513740	calyculin	Protein phosphatase inhibitor	PPP1CA, PPP1CC, PPP2CA	Protein phosphatase inhibitor
cp	BRD-A30437061	camptothecin	Topoisomerase inhibitor	TOP1, HIF1A	Topoisomerase inhibitor
cp	BRD-A65671304	candesartan	Angiotensin receptor antagonist	AGTR1, AGTR2	Angiotensin receptor antagonist
cp	BRD-K50168500	canertinib	EGFR inhibitor	EGFR, ERBB2, ERBB4, AKT1	EGFR inhibitor
cp	BRD-K46556543	canrenoic-acid	Mineralocorticoid receptor antagonist		Mineralocorticoid receptor antagonist
cp	BRD-K61192372	capecitabine	DNA synthesis inhibitor	TYMS, DPYD	DNA synthesis inhibitor, Thymidylate synthase inhibitor
cp	BRD-K16336526	capsaicin	TRPV agonist	TRPV1, CFTR, ENOX2	TRPV agonist
cp	BRD-K44849676	capsazepine	TRPV agonist	TRPV1, TRPV4	TRPV agonist
cp	BRD-K54529596	captopril	ACE inhibitor	ACE, LTA4H, MMP2, MMP9	ACE inhibitor
cp	BRD-K27499107	carbacyclin	IP receptor activator	PPARD, PTGDR, PTGER1, PTGER2, PTGER3, PTGER4, PTGFR, PTGIR, TBXA2R	IP receptor activator, PPAR receptor agonist
cp	BRD-K71799949	carbamazepine	Carboxamide antiepileptic	ABCB1, CYP1A2, CYP3A4, SCN1A, SCN3A, SCN5A	Carboxamide antiepileptic
cp	BRD-A98702003	carbenoxolone	11-beta-HSD1 inhibitor	HSD11B1, GJA1, GJA10, GJA3, GJA4, GJA5, GJA8, GJA9, GJB1, GJB2, GJB3, GJB4, GJB5, GJB6, GJB7, GJC1, GJC2, GJC3, GJD2, GJD3, GJD4, GJE1, PANX1, PANX2, PANX3	11-beta-HSD1 inhibitor
cp	BRD-A32161980	carbetocin	Oxytocin receptor agonist	OXTR	Oxytocin receptor agonist
cp	BRD-A69512159	carbidopa	Aromatic L-amino acid decarboxylase inhibitor	DDC	Aromatic L-amino acid decarboxylase inhibitor
cp	BRD-A29426959	carbinoxamine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist, L-type calcium channel blocker
cp	BRD-K53570330	carbofuran	Cholinesterase inhibitor		Cholinesterase inhibitor
cp	BRD-K99174507	cardiogenol-c	Cardiomyogenesis inducer		Cardiomyogenesis inducer
cp	BRD-K11630072	carmofur	Thymidylate synthase inhibitor	TYMS	Thymidylate synthase inhibitor
cp	BRD-K82484965	carmoxirole	Dopamine receptor agonist	DRD2	Dopamine receptor agonist
cp	BRD-A15530910	carpindolol	Adrenergic receptor antagonist		Adrenergic receptor antagonist, Serotonin receptor antagonist
cp	BRD-A17411484	carprofen	Cyclooxygenase inhibitor	PTGS2, PTGS1	Cyclooxygenase inhibitor
cp	BRD-A42167015	carteolol	Adrenergic receptor antagonist	ADRB1, ADRB2	Adrenergic receptor antagonist
cp	BRD-A10977446	carvedilol	Adrenergic receptor antagonist	ADRB1, ADRB2, ADRA1A, ADRA1B, ADRA1D, ADRA2A, ADRA2B, ADRA2C, ADRB3, CYP2C19, CYP2E1, GJA1, HIF1A, KCNH2, NDUFC2, NPPB, RYR2, SELE, VCAM1, VEGFA	Adrenergic receptor antagonist
cp	BRD-K03600606	catechin	Beta secretase inhibitor	BACE1, CA1, CA12, CA14, CA2, CA4, CA6, CA9, FASN, PTGS1, SCN5A	Beta secretase inhibitor, Fatty acid synthase inhibitor, LDL antioxidant
cp	BRD-K86930074	cediranib	KIT inhibitor	KDR, FLT1, FLT4, KIT, PDGFRB, CSF1R, FLT3, PDGFRA	KIT inhibitor, VEGFR inhibitor
cp	BRD-K20338176	cefaclor	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K90733503	cefalexin	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-M47937986	cefatrizine	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-A65282128	cefazolin	Bacterial cell wall synthesis inhibitor	PON1, SLC22A8	Bacterial cell wall synthesis inhibitor
cp	BRD-K52735702	cefdinir	Bacterial cell wall synthesis inhibitor	MPO	Bacterial cell wall synthesis inhibitor
cp	BRD-K04993501	cefixime	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K37848908	ceforanide	Penicillin binding protein inhibitor		Penicillin binding protein inhibitor
cp	BRD-A67981824	cefotaxime	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K02275692	cefotiam	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K70976396	cefoxitin	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-A87387433	cefpodoxime	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-K63641886	cefuroxime	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-A80960055	celastrol	Anti-inflammatory	IL1B, TNF	Anti-inflammatory, Antioxidant, NFkB pathway inhibitor, HSP inhibitor, Topoisomerase inhibitor
cp	BRD-K02637541	celecoxib	Cyclooxygenase inhibitor	PTGS2, CA12, CASP3, CYP2C19, PDPK1	Cyclooxygenase inhibitor
cp	BRD-K80348542	cephaeline	Protein synthesis inhibitor	RPS2	Protein synthesis inhibitor
cp	BRD-A79314293	cephalosporanic-acid	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-A08877921	cephalotaxine	Protein synthesis inhibitor		Protein synthesis inhibitor
cp	BRD-K41707108	ceramide	Phosphoenolpyruvate carboxylase activator		Phosphoenolpyruvate carboxylase activator, Serine/threonine protein phosphatase activator
cp	BRD-A78360835	cercosporin	Photoactivated toxin		Photoactivated toxin
cp	BRD-K81169441	cerivastatin	HMGCR inhibitor	HMGCR, CYP2C8, CYP3A5	HMGCR inhibitor
cp	BRD-A42571354	cetirizine	Histamine receptor antagonist	HRH1	Histamine receptor antagonist
cp	BRD-K48932581	cetraxate	Mucus protecting agent	GAST	Mucus protecting agent
cp	BRD-A85860691	chaetocin	Histone lysine methyltransferase inhibitor	EHMT2, SUV39H1	Histone lysine methyltransferase inhibitor
cp	BRD-K32828673	chelidonine	Tubulin inhibitor		Tubulin inhibitor
cp	BRD-K18135438	chenodeoxycholic-acid	11-beta-HSD1 inhibitor	HSD11B1, NR1H4	11-beta-HSD1 inhibitor, FXR agonist
cp	BRD-K29458283	chlorambucil	DNA inhibitor		DNA inhibitor
cp	BRD-A51182606	chloramphenicol	Protein synthesis inhibitor	CD55, CYP2C19	Protein synthesis inhibitor, Bacterial 50S ribosomal subunit inhibitor
cp	BRD-K86595100	chlordiazepoxide	Benzodiazepine receptor agonist	GABRA1, GABRA2, GABRA3, GABRA4, GABRA5, GABRA6, GABRB1, GABRB2, GABRB3, GABRD, GABRE, GABRG1, GABRG2, GABRG3, GABRP, GABRQ	Benzodiazepine receptor agonist
cp	BRD-A01593789	chlormadinone	5-alpha reductase inhibitor	PGR	5-alpha reductase inhibitor, Progesterone receptor agonist
cp	BRD-A91699651	chloroquine	Antimalarial	CYP2C8, GSTA2, MRGPRX1, TLR9, TNF	Antimalarial
cp	BRD-K17075857	chloroxine	Opioid receptor antagonist	OPRK1	Opioid receptor antagonist
cp	BRD-A04553218	chlorphenamine	Histamine receptor antagonist	HRH1, SLC6A2, SLC6A3, SLC6A4	Histamine receptor antagonist
cp	BRD-A39230911	chlorphensin	Muscle relaxant		Muscle relaxant
cp	BRD-K89997465	chlorpromazine	Dopamine receptor antagonist	DRD2, ADRA2A, ADRA2B, ADRA2C, DRD1, DRD3, DRD4, DRD5, HRH1, HTR1A, HTR2A, HTR2C, HTR6, HTR7, ADRA1A, ADRA1B, ADRA1D, CALM1, CHRM1, CHRM3, HRH4, HTR2B, KCNH2, KIF11, ORM1, ORM2, SMPD1, TRPC5	Dopamine receptor antagonist
cp	BRD-K59058766	chlorprothixene	Dopamine receptor antagonist	DRD2, CHRM1, CHRM2, CHRM3, CHRM4, CHRM5, DRD1, DRD3, HRH1, HTR2A, HTR2B, HTR2C	Dopamine receptor antagonist
cp	BRD-A26384407	chlortalidone	Carbonic anhydrase inhibitor	CA7, CA1, CA12, CA14, CA4, SLC12A1	Carbonic anhydrase inhibitor
cp	BRD-A41555725	chlortetracycline	Protein synthesis inhibitor		Protein synthesis inhibitor
cp	BRD-K43164539	cholic-acid	Bile acid	CES1, FECH, PLA2G1B, ADH1C, COX4I1, COX5A, COX5B, COX6A2, COX6B1, COX6C, COX7A1, COX7B, COX7C, COX8A, ESRRG, FABP6, GPBAR1, MT-CO1, MT-CO2, MT-CO3	Bile acid
cp	BRD-A83695761	chromanol	Potassium channel blocker		Potassium channel blocker
cp	BRD-A11702965	chromomycin-a3	DNA binding agent		DNA binding agent
cp	BRD-K89046952	ciclacillin	Bacterial cell wall synthesis inhibitor		Bacterial cell wall synthesis inhibitor
cp	BRD-A93000692	ciglitazone	PPAR receptor agonist	PPARG, INS	PPAR receptor agonist
cp	BRD-A90311807	cilastatin	Dehydropeptidase inhibitor	DPEP1	Dehydropeptidase inhibitor
cp	BRD-A07875874	cilnidipine	Calcium channel blocker	CACNA1B, CACNA1C	Calcium channel blocker
cp	BRD-K62982419	cilomilast	Phosphodiesterase inhibitor	PDE4A, PDE4B, PDE4D, IL12A, IL12B, IL1B, PDE4C, TNF	Phosphodiesterase inhibitor
cp	BRD-K28578425	cilostamide	Phosphodiesterase inhibitor	PDE3A, PDE3B	Phosphodiesterase inhibitor
cp	BRD-K67017579	cilostazol	Phosphodiesterase inhibitor	PDE3A, CYP2C19, CYP3A5, PDE3B	Phosphodiesterase inhibitor
cp	BRD-A65440446	cimaterol	Adrenergic receptor agonist		Adrenergic receptor agonist
cp	BRD-K18618618	cimetidine	Histamine receptor antagonist	HRH2, SLC29A4, SLC47A1, SLC47A2	Histamine receptor antagonist
cp	BRD-K73838513	cinacalcet	Calcium channel activator	CASR	Calcium channel activator
cp	BRD-K72816382	cinalukast	Leukotriene receptor antagonist	CYSLTR1	Leukotriene receptor antagonist
